Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,EAD*R,Loss,Expected Values
5125,3.61,8.02%,0.0045,0.289522,3.320478,0.014942151
5126,2.17,15.32%,0.0069,0.332444,1.837556,0.012679136
5127,24.85,20.47%,0.0011,5.086795,19.763205,0.021739526
5128,4.43,29.02%,0.0077,1.285586,3.144414,0.024211988
5129,4.65,31.10%,0.008,1.44615,3.20385,0.0256308
5130,18.73,16.78%,0.0054,3.142894,15.587106,0.084170372
5131,17.42,37.01%,0.0022,6.447142,10.972858,0.024140288
5132,23.55,24.94%,0.0002,5.87337,17.67663,0.003535326
5133,22.24,11.79%,0.0022,2.622096,19.617904,0.043159389
5134,17.32,30.36%,0.0016,5.258352,12.061648,0.019298637
5135,9.45,3.80%,0.0035,0.3591,9.0909,0.03181815
5136,3.37,13.74%,0.0007,0.463038,2.906962,0.002034873
5137,3.64,3.09%,0.0067,0.112476,3.527524,0.023634411
5138,5.93,11.81%,0.0088,0.700333,5.229667,0.04602107
5139,20.83,17.95%,0.0095,3.738985,17.091015,0.162364643
5140,7.93,16.88%,0.0092,1.338584,6.591416,0.060641027
5141,14.55,36.89%,0.0022,5.367495,9.182505,0.020201511
5142,11.14,35.91%,0.0088,4.000374,7.139626,0.062828709
5143,4.97,18.50%,0.004,0.91945,4.05055,0.0162022
5144,19.19,6.04%,0.0034,1.159076,18.030924,0.061305142
5145,3.15,6.56%,0.0096,0.20664,2.94336,0.028256256
5146,24.43,21.47%,0.0014,5.245121,19.184879,0.026858831
5147,13.99,35.76%,0.0056,5.002824,8.987176,0.050328186
5148,7.99,14.74%,0.0018,1.177726,6.812274,0.012262093
5149,20.86,24.15%,0.0049,5.03769,15.82231,0.077529319
5150,10.39,3.78%,0.0005,0.392742,9.997258,0.004998629
5151,2.77,31.84%,0.01,0.881968,1.888032,0.01888032
5152,11.38,17.27%,0.0026,1.965326,9.414674,0.024478152
5153,22.79,12.62%,0.0014,2.876098,19.913902,0.027879463
5154,22.15,24.78%,0.0079,5.48877,16.66123,0.131623717
5155,21.85,5.00%,0.0089,1.0925,20.7575,0.18474175
5156,0.54,6.17%,0.0092,0.033318,0.506682,0.004661474
5157,19.33,8.31%,0.004,1.606323,17.723677,0.070894708
5158,13.68,9.10%,0.0097,1.24488,12.43512,0.120620664
5159,20.48,16.82%,0.0022,3.444736,17.035264,0.037477581
5160,17.83,26.16%,0.0032,4.664328,13.165672,0.04213015
5161,12.84,24.07%,0.0048,3.090588,9.749412,0.046797178
5162,21.17,27.29%,0.0037,5.777293,15.392707,0.056953016
5163,23.74,1.38%,0.0024,0.327612,23.412388,0.056189731
5164,18.9,0.55%,0.0025,0.10395,18.79605,0.046990125
5165,14.86,26.57%,0.0002,3.948302,10.911698,0.00218234
5166,4.56,37.58%,0.0034,1.713648,2.846352,0.009677597
5167,10.82,19.09%,0.0073,2.065538,8.754462,0.063907573
5168,5.12,13.09%,0.0094,0.670208,4.449792,0.041828045
5169,11.97,30.62%,0.0068,3.665214,8.304786,0.056472545
5170,10.95,0.38%,0.0018,0.04161,10.90839,0.019635102
5171,11.1,2.83%,0.0085,0.31413,10.78587,0.091679895
5172,0.43,29.10%,0.002,0.12513,0.30487,0.00060974
5173,10.43,4.26%,0.0046,0.444318,9.985682,0.045934137
5174,21.04,39.67%,0.0087,8.346568,12.693432,0.110432858
5175,18.03,38.58%,0.0086,6.955974,11.074026,0.095236624
5176,0.08,36.76%,0.0045,0.029408,0.050592,0.000227664
5177,20.91,2.14%,0.0016,0.447474,20.462526,0.032740042
5178,16.63,2.96%,0.0091,0.492248,16.137752,0.146853543
5179,1.54,9.56%,0.002,0.147224,1.392776,0.002785552
5180,5.23,0.25%,0.0053,0.013075,5.216925,0.027649703
5181,11.08,1.30%,0.0011,0.14404,10.93596,0.012029556
5182,8.44,37.77%,0.0069,3.187788,5.252212,0.036240263
5183,15.72,33.24%,0.0048,5.225328,10.494672,0.050374426
5184,4.63,15.41%,0.006,0.713483,3.916517,0.023499102
5185,0.81,29.67%,0.0032,0.240327,0.569673,0.001822954
5186,18.82,8.57%,0.0073,1.612874,17.207126,0.12561202
5187,19.79,16.33%,0.0003,3.231707,16.558293,0.004967488
5188,21.72,14.04%,0.0066,3.049488,18.670512,0.123225379
5189,16.25,28.53%,0.0023,4.636125,11.613875,0.026711913
5190,8.64,29.00%,0.0011,2.5056,6.1344,0.00674784
5191,10.87,29.53%,0.0084,3.209911,7.660089,0.064344748
5192,16.24,28.16%,0.0049,4.573184,11.666816,0.057167398
5193,9.33,32.14%,0.0031,2.998662,6.331338,0.019627148
5194,15.47,24.68%,0.0023,3.817996,11.652004,0.026799609
5195,22.88,1.71%,0.0014,0.391248,22.488752,0.031484253
5196,13.79,0.34%,0.0037,0.046886,13.743114,0.050849522
5197,9.48,18.50%,0.0055,1.7538,7.7262,0.0424941
5198,15.28,8.23%,0.0093,1.257544,14.022456,0.130408841
5199,3.06,36.64%,0,1.121184,1.938816,0
5200,4.37,23.65%,0.0033,1.033505,3.336495,0.011010434
5201,10.67,17.61%,0.0088,1.878987,8.791013,0.077360914
5202,19.24,22.83%,0.0067,4.392492,14.847508,0.099478304
5203,9.02,35.50%,0.0013,3.2021,5.8179,0.00756327
5204,14.41,26.99%,0.0057,3.889259,10.520741,0.059968224
5205,16.16,36.45%,0.0007,5.89032,10.26968,0.007188776
5206,5.33,21.39%,0.0013,1.140087,4.189913,0.005446887
5207,8.47,8.02%,0.0022,0.679294,7.790706,0.017139553
5208,17.07,2.46%,0.009,0.419922,16.650078,0.149850702
5209,18.7,29.61%,0.0068,5.53707,13.16293,0.089507924
5210,3.78,35.58%,0,1.344924,2.435076,0
5211,20.24,15.20%,0.0075,3.07648,17.16352,0.1287264
5212,22.21,38.70%,0.0002,8.59527,13.61473,0.002722946
5213,9.31,24.69%,0.0045,2.298639,7.011361,0.031551125
5214,8.86,25.44%,0.0003,2.253984,6.606016,0.001981805
5215,1.96,24.46%,0.0038,0.479416,1.480584,0.005626219
5216,4.79,36.29%,0.0005,1.738291,3.051709,0.001525855
5217,15.71,34.57%,0.0033,5.430947,10.279053,0.033920875
5218,1.58,35.24%,0.003,0.556792,1.023208,0.003069624
5219,8.63,15.38%,0.0046,1.327294,7.302706,0.033592448
5220,6.39,26.63%,0.0064,1.701657,4.688343,0.030005395
5221,3.05,32.31%,0.0014,0.985455,2.064545,0.002890363
5222,3.44,24.60%,0.0039,0.84624,2.59376,0.010115664
5223,6.53,19.49%,0.0058,1.272697,5.257303,0.030492357
5224,4.96,30.55%,0.0034,1.51528,3.44472,0.011712048
5225,6.21,23.89%,0.0087,1.483569,4.726431,0.04111995
5226,1.58,24.11%,0.0031,0.380938,1.199062,0.003717092
5227,11.15,17.48%,0.0061,1.94902,9.20098,0.056125978
5228,7.64,15.25%,0.0073,1.1651,6.4749,0.04726677
5229,24.61,9.29%,0.0097,2.286269,22.323731,0.216540191
5230,4.92,11.08%,0.005,0.545136,4.374864,0.02187432
5231,8.3,9.57%,0.0074,0.79431,7.50569,0.055542106
5232,10.46,8.41%,0.0027,0.879686,9.580314,0.025866848
5233,15.25,7.95%,0.0042,1.212375,14.037625,0.058958025
5234,1.66,3.31%,0,0.054946,1.605054,0
5235,7.45,4.07%,0.0054,0.303215,7.146785,0.038592639
5236,10.56,19.11%,0.0028,2.018016,8.541984,0.023917555
5237,14.94,6.00%,0.0031,0.8964,14.0436,0.04353516
5238,21.64,6.70%,0.0037,1.44988,20.19012,0.074703444
5239,7.59,27.17%,0.0078,2.062203,5.527797,0.043116817
5240,10.85,12.12%,0.0011,1.31502,9.53498,0.010488478
5241,9.09,4.81%,0.0051,0.437229,8.652771,0.044129132
5242,0.68,34.77%,0.0009,0.236436,0.443564,0.000399208
5243,6.83,9.68%,0.0019,0.661144,6.168856,0.011720826
5244,2.14,14.86%,0.0003,0.318004,1.821996,0.000546599
5245,18.34,1.06%,0.0027,0.194404,18.145596,0.048993109
5246,11.33,4.13%,0.0081,0.467929,10.862071,0.087982775
5247,21.6,29.31%,0.0022,6.33096,15.26904,0.033591888
5248,3.97,5.33%,0.0001,0.211601,3.758399,0.00037584
5249,7.53,8.29%,0.0025,0.624237,6.905763,0.017264408
5250,13.94,35.19%,0.0074,4.905486,9.034514,0.066855404
5251,7.71,10.09%,0.0027,0.777939,6.932061,0.018716565
5252,13.97,24.36%,0.0008,3.403092,10.566908,0.008453526
5253,10.67,8.85%,0.0075,0.944295,9.725705,0.072942788
5254,21.57,25.26%,0.0072,5.448582,16.121418,0.11607421
5255,3.23,23.84%,0.0057,0.770032,2.459968,0.014021818
5256,20.79,36.15%,0.004,7.515585,13.274415,0.05309766
5257,23.44,16.16%,0.0068,3.787904,19.652096,0.133634253
5258,2.75,24.81%,0.0004,0.682275,2.067725,0.00082709
5259,14.98,0.45%,0.007,0.06741,14.91259,0.10438813
5260,23.56,37.44%,0.0087,8.820864,14.739136,0.128230483
5261,18.5,30.73%,0.0002,5.68505,12.81495,0.00256299
5262,20.06,22.80%,0.0062,4.57368,15.48632,0.096015184
5263,7.24,6.86%,0.0034,0.496664,6.743336,0.022927342
5264,7.78,24.60%,0.0013,1.91388,5.86612,0.007625956
5265,22.09,12.70%,0.0065,2.80543,19.28457,0.125349705
5266,21.02,12.44%,0.0021,2.614888,18.405112,0.038650735
5267,24.08,13.97%,0.0026,3.363976,20.716024,0.053861662
5268,22.12,20.00%,0.0034,4.424,17.696,0.0601664
5269,21.12,11.28%,0.0047,2.382336,18.737664,0.088067021
5270,0.68,22.96%,0.0044,0.156128,0.523872,0.002305037
5271,13.85,10.12%,0.0075,1.40162,12.44838,0.09336285
5272,9.02,8.17%,0.0014,0.736934,8.283066,0.011596292
5273,19.75,0.99%,0.0081,0.195525,19.554475,0.158391248
5274,3.88,32.74%,0.0056,1.270312,2.609688,0.014614253
5275,0.26,4.01%,0.001,0.010426,0.249574,0.000249574
5276,18.99,6.92%,0.0018,1.314108,17.675892,0.031816606
5277,15.5,38.04%,0.003,5.8962,9.6038,0.0288114
5278,14.17,2.46%,0.0003,0.348582,13.821418,0.004146425
5279,6.07,37.50%,0.0077,2.27625,3.79375,0.029211875
5280,22.08,14.67%,0.0003,3.239136,18.840864,0.005652259
5281,8.4,16.61%,0.0089,1.39524,7.00476,0.062342364
5282,14.6,34.01%,0.0001,4.96546,9.63454,0.000963454
5283,1.48,24.58%,0.0047,0.363784,1.116216,0.005246215
5284,5.49,35.32%,0.0008,1.939068,3.550932,0.002840746
5285,17.3,16.63%,0.0043,2.87699,14.42301,0.062018943
5286,1.17,10.32%,0.0093,0.120744,1.049256,0.009758081
5287,5.29,9.54%,0.0007,0.504666,4.785334,0.003349734
5288,13.81,6.87%,0.0001,0.948747,12.861253,0.001286125
5289,14.77,18.33%,0.0074,2.707341,12.062659,0.089263677
5290,2.43,6.28%,0.0084,0.152604,2.277396,0.019130126
5291,14.62,22.27%,0.003,3.255874,11.364126,0.034092378
5292,19.87,2.31%,0.0018,0.458997,19.411003,0.034939805
5293,16.09,11.04%,0.0087,1.776336,14.313664,0.124528877
5294,7.03,4.79%,0.001,0.336737,6.693263,0.006693263
5295,2.62,6.89%,0.0061,0.180518,2.439482,0.01488084
5296,6.35,9.99%,0.0008,0.634365,5.715635,0.004572508
5297,5.28,14.59%,0.006,0.770352,4.509648,0.027057888
5298,19.73,8.25%,0.0051,1.627725,18.102275,0.092321603
5299,17.64,39.16%,0.0091,6.907824,10.732176,0.097662802
5300,7.39,5.81%,0.0001,0.429359,6.960641,0.000696064
5301,24.79,15.88%,0.0046,3.936652,20.853348,0.095925401
5302,4.35,30.81%,0.0046,1.340235,3.009765,0.013844919
5303,15.14,4.08%,0.0041,0.617712,14.522288,0.059541381
5304,11.36,9.73%,0.0008,1.105328,10.254672,0.008203738
5305,14.14,10.52%,0.0035,1.487528,12.652472,0.044283652
5306,9.62,13.28%,0.0023,1.277536,8.342464,0.019187667
5307,18.07,1.52%,0.0047,0.274664,17.795336,0.083638079
5308,17.4,25.76%,0.0091,4.48224,12.91776,0.117551616
5309,12.42,12.69%,0.0041,1.576098,10.843902,0.044459998
5310,9.61,37.49%,0.0023,3.602789,6.007211,0.013816585
5311,9.11,20.89%,0.0065,1.903079,7.206921,0.046844987
5312,7.97,39.04%,0.0021,3.111488,4.858512,0.010202875
5313,17.94,31.31%,0.0053,5.617014,12.322986,0.065311826
5314,2.4,7.61%,0.0009,0.18264,2.21736,0.001995624
5315,7.93,15.48%,0.0033,1.227564,6.702436,0.022118039
5316,2.21,9.61%,0.0021,0.212381,1.997619,0.004195
5317,14.8,9.86%,0.0092,1.45928,13.34072,0.122734624
5318,16.79,9.21%,0,1.546359,15.243641,0
5319,16.88,9.48%,0.0053,1.600224,15.279776,0.080982813
5320,10.62,34.12%,0.0051,3.623544,6.996456,0.035681926
5321,7.22,13.93%,0.0084,1.005746,6.214254,0.052199734
5322,13.45,5.54%,0.0081,0.74513,12.70487,0.102909447
5323,18.01,28.37%,0.0094,5.109437,12.900563,0.121265292
5324,9.4,9.61%,0.0094,0.90334,8.49666,0.079868604
5325,19.06,30.22%,0.0032,5.759932,13.300068,0.042560218
5326,17.55,39.76%,0.0095,6.97788,10.57212,0.10043514
5327,5.44,2.53%,0.0076,0.137632,5.302368,0.040297997
5328,1.23,20.62%,0.0095,0.253626,0.976374,0.009275553
5329,7.58,29.13%,0.0046,2.208054,5.371946,0.024710952
5330,2.18,18.20%,0.0024,0.39676,1.78324,0.004279776
5331,14.52,1.09%,0.0098,0.158268,14.361732,0.140744974
5332,22.15,11.21%,0.0016,2.483015,19.666985,0.031467176
5333,18.03,22.07%,0.0047,3.979221,14.050779,0.066038661
5334,7.97,19.05%,0.0062,1.518285,6.451715,0.040000633
5335,9.64,30.79%,0.0093,2.968156,6.671844,0.062048149
5336,7.29,18.48%,0.0058,1.347192,5.942808,0.034468286
5337,8.83,20.07%,0.0041,1.772181,7.057819,0.028937058
5338,20.86,19.98%,0.0059,4.167828,16.692172,0.098483815
5339,24.08,5.26%,0.0013,1.266608,22.813392,0.02965741
5340,17.21,8.59%,0.0079,1.478339,15.731661,0.124280122
5341,9.12,17.74%,0.0071,1.617888,7.502112,0.053264995
5342,19.19,13.98%,0.0018,2.682762,16.507238,0.029713028
5343,20.54,15.26%,0.0052,3.134404,17.405596,0.090509099
5344,5.39,35.90%,0.0079,1.93501,3.45499,0.027294421
5345,4.24,5.03%,0.0075,0.213272,4.026728,0.03020046
5346,22.36,1.59%,0.0041,0.355524,22.004476,0.090218352
5347,0.58,3.49%,0.0054,0.020242,0.559758,0.003022693
5348,17.23,28.24%,0.0011,4.865752,12.364248,0.013600673
5349,2.05,0.10%,0.0055,0.00205,2.04795,0.011263725
5350,4.82,2.39%,0.0063,0.115198,4.704802,0.029640253
5351,21.3,4.50%,0.0019,0.9585,20.3415,0.03864885
5352,4.52,12.37%,0.0092,0.559124,3.960876,0.036440059
5353,22.5,35.43%,0.0086,7.97175,14.52825,0.12494295
5354,4.64,33.40%,0.001,1.54976,3.09024,0.00309024
5355,9.87,30.09%,0.0013,2.969883,6.900117,0.008970152
5356,20.54,18.64%,0.0077,3.828656,16.711344,0.128677349
5357,5.09,2.34%,0.0001,0.119106,4.970894,0.000497089
5358,17.9,38.64%,0.0088,6.91656,10.98344,0.096654272
5359,16.88,13.78%,0.0062,2.326064,14.553936,0.090234403
5360,8.92,13.01%,0.0049,1.160492,7.759508,0.038021589
5361,4.1,2.16%,0.0064,0.08856,4.01144,0.025673216
5362,12.86,12.25%,0.0084,1.57535,11.28465,0.09479106
5363,13.5,6.70%,0.0018,0.9045,12.5955,0.0226719
5364,12.48,32.95%,0.0025,4.11216,8.36784,0.0209196
5365,18.05,4.10%,0.0066,0.74005,17.30995,0.11424567
5366,6.04,3.29%,0.0033,0.198716,5.841284,0.019276237
5367,12.87,15.95%,0.0003,2.052765,10.817235,0.003245171
5368,2.09,4.41%,0.0026,0.092169,1.997831,0.005194361
5369,22.89,18.78%,0.0078,4.298742,18.591258,0.145011812
5370,16.28,2.03%,0.0024,0.330484,15.949516,0.038278838
5371,14,33.99%,0.004,4.7586,9.2414,0.0369656
5372,4.97,17.36%,0.0022,0.862792,4.107208,0.009035858
5373,10.53,7.89%,0.0007,0.830817,9.699183,0.006789428
5374,1.26,6.02%,0.0049,0.075852,1.184148,0.005802325
5375,11.11,0.14%,0.0032,0.015554,11.094446,0.035502227
5376,4.19,3.79%,0.0037,0.158801,4.031199,0.014915436
5377,1.89,29.18%,0.0075,0.551502,1.338498,0.010038735
5378,18.77,11.29%,0.0012,2.119133,16.650867,0.01998104
5379,9.05,16.57%,0.0078,1.499585,7.550415,0.058893237
5380,19.47,20.01%,0.002,3.895947,15.574053,0.031148106
5381,21.37,16.35%,0.0031,3.493995,17.876005,0.055415616
5382,6.32,39.98%,0.0055,2.526736,3.793264,0.020862952
5383,13.94,2.85%,0.0036,0.39729,13.54271,0.048753756
5384,22.39,23.52%,0.0078,5.266128,17.123872,0.133566202
5385,23.56,9.17%,0.0038,2.160452,21.399548,0.081318282
5386,21.24,24.15%,0.0041,5.12946,16.11054,0.066053214
5387,2.15,4.16%,0.0059,0.08944,2.06056,0.012157304
5388,22.48,35.33%,0.0016,7.942184,14.537816,0.023260506
5389,14.59,33.98%,0.0083,4.957682,9.632318,0.079948239
5390,4.38,20.05%,0.0033,0.87819,3.50181,0.011555973
5391,23.65,23.74%,0.0066,5.61451,18.03549,0.119034234
5392,3.48,36.97%,0.0019,1.286556,2.193444,0.004167544
5393,12.62,11.72%,0.009,1.479064,11.140936,0.100268424
5394,9.18,4.39%,0.0074,0.403002,8.776998,0.064949785
5395,24.53,7.27%,0.0084,1.783331,22.746669,0.19107202
5396,24.46,4.82%,0.0004,1.178972,23.281028,0.009312411
5397,2.08,5.26%,0.0047,0.109408,1.970592,0.009261782
5398,6.42,20.07%,0.0057,1.288494,5.131506,0.029249584
5399,21.27,35.75%,0.0081,7.604025,13.665975,0.110694398
5400,11.5,23.60%,0.0087,2.714,8.786,0.0764382
5401,19.37,22.10%,0.0024,4.28077,15.08923,0.036214152
5402,6,14.43%,0.0018,0.8658,5.1342,0.00924156
5403,4.55,15.95%,0.0096,0.725725,3.824275,0.03671304
5404,9.47,4.71%,0.0049,0.446037,9.023963,0.044217419
5405,23.11,17.78%,0.0085,4.108958,19.001042,0.161508857
5406,21.03,1.02%,0.0037,0.214506,20.815494,0.077017328
5407,24.53,4.24%,0.0032,1.040072,23.489928,0.07516777
5408,9.11,5.30%,0.0027,0.48283,8.62717,0.023293359
5409,16.95,24.40%,0.0006,4.1358,12.8142,0.00768852
5410,16.54,33.13%,0.0094,5.479702,11.060298,0.103966801
5411,0.94,35.83%,0.0048,0.336802,0.603198,0.00289535
5412,2.29,6.03%,0.0046,0.138087,2.151913,0.0098988
5413,3.58,36.18%,0.0071,1.295244,2.284756,0.016221768
5414,8.25,12.18%,0.0043,1.00485,7.24515,0.031154145
5415,0.72,15.46%,0.0056,0.111312,0.608688,0.003408653
5416,10.28,12.67%,0.0068,1.302476,8.977524,0.061047163
5417,17.33,37.44%,0.0017,6.488352,10.841648,0.018430802
5418,2.35,5.02%,0.0013,0.11797,2.23203,0.002901639
5419,11.83,10.51%,0.0088,1.243333,10.586667,0.09316267
5420,23.03,4.51%,0.0001,1.038653,21.991347,0.002199135
5421,13.45,31.75%,0.0058,4.270375,9.179625,0.053241825
5422,20.84,27.57%,0.0084,5.745588,15.094412,0.126793061
5423,11.1,0.09%,0.0098,0.00999,11.09001,0.108682098
5424,8.33,24.35%,0.0096,2.028355,6.301645,0.060495792
5425,0.19,24.80%,0.0057,0.04712,0.14288,0.000814416
5426,13.06,16.27%,0.0008,2.124862,10.935138,0.00874811
5427,14.91,20.28%,0.0004,3.023748,11.886252,0.004754501
5428,22.3,16.01%,0.0029,3.57023,18.72977,0.054316333
5429,21.5,28.88%,0.0095,6.2092,15.2908,0.1452626
5430,9.34,28.97%,0.0099,2.705798,6.634202,0.0656786
5431,0.15,31.33%,0.0041,0.046995,0.103005,0.000422321
5432,7.58,8.82%,0.0075,0.668556,6.911444,0.05183583
5433,10.87,31.86%,0.0082,3.463182,7.406818,0.060735908
5434,17.23,37.09%,0.0095,6.390607,10.839393,0.102974234
5435,6.03,29.98%,0.0071,1.807794,4.222206,0.029977663
5436,16.08,20.70%,0.0092,3.32856,12.75144,0.117313248
5437,1.28,11.39%,0.0012,0.145792,1.134208,0.00136105
5438,14.67,25.73%,0.0067,3.774591,10.895409,0.07299924
5439,18.24,12.26%,0.0096,2.236224,16.003776,0.15363625
5440,24,35.08%,0,8.4192,15.5808,0
5441,2.71,35.37%,0.0005,0.958527,1.751473,0.000875737
5442,11.86,39.91%,0.0054,4.733326,7.126674,0.03848404
5443,13.42,33.55%,0.0038,4.50241,8.91759,0.033886842
5444,8.78,17.69%,0.0079,1.553182,7.226818,0.057091862
5445,2.05,3.45%,0.0008,0.070725,1.979275,0.00158342
5446,23.76,20.71%,0.0062,4.920696,18.839304,0.116803685
5447,20.96,17.59%,0.0028,3.686864,17.273136,0.048364781
5448,3.86,7.42%,0.0084,0.286412,3.573588,0.030018139
5449,13.33,37.79%,0.0033,5.037407,8.292593,0.027365557
5450,23.22,13.94%,0.01,3.236868,19.983132,0.19983132
5451,9.92,4.66%,0.0041,0.462272,9.457728,0.038776685
5452,17.4,19.80%,0.0031,3.4452,13.9548,0.04325988
5453,4.89,9.46%,0.0065,0.462594,4.427406,0.028778139
5454,7.3,29.24%,0.0059,2.13452,5.16548,0.030476332
5455,12.28,37.64%,0.0087,4.622192,7.657808,0.06662293
5456,13.44,18.65%,0.0019,2.50656,10.93344,0.020773536
5457,3.17,5.66%,0.0094,0.179422,2.990578,0.028111433
5458,21.47,5.12%,0.0095,1.099264,20.370736,0.193521992
5459,6.85,8.93%,0.0025,0.611705,6.238295,0.015595738
5460,0.67,28.91%,0.0017,0.193697,0.476303,0.000809715
5461,21.59,14.14%,0.0036,3.052826,18.537174,0.066733826
5462,22.37,15.97%,0.001,3.572489,18.797511,0.018797511
5463,9.27,38.94%,0.0058,3.609738,5.660262,0.03282952
5464,22.91,27.32%,0.002,6.259012,16.650988,0.033301976
5465,10.78,23.02%,0.0015,2.481556,8.298444,0.012447666
5466,13.78,30.50%,0.0015,4.2029,9.5771,0.01436565
5467,3.93,30.09%,0.0089,1.182537,2.747463,0.024452421
5468,18.65,22.70%,0.0069,4.23355,14.41645,0.099473505
5469,8.23,28.91%,0.0097,2.379293,5.850707,0.056751858
5470,20.17,16.95%,0.0067,3.418815,16.751185,0.11223294
5471,6.72,28.40%,0.0022,1.90848,4.81152,0.010585344
5472,19.56,11.52%,0.0061,2.253312,17.306688,0.105570797
5473,8.88,26.47%,0.0022,2.350536,6.529464,0.014364821
5474,20.13,12.91%,0.0025,2.598783,17.531217,0.043828043
5475,19.46,15.20%,0.0084,2.95792,16.50208,0.138617472
5476,24.82,7.79%,0.0081,1.933478,22.886522,0.185380828
5477,20.77,26.54%,0.0045,5.512358,15.257642,0.068659389
5478,18.3,30.08%,0.0023,5.50464,12.79536,0.029429328
5479,8.02,22.11%,0.0009,1.773222,6.246778,0.0056221
5480,2.1,34.97%,0.0091,0.73437,1.36563,0.012427233
5481,1.08,24.02%,0.0036,0.259416,0.820584,0.002954102
5482,18.59,5.02%,0.0092,0.933218,17.656782,0.162442394
5483,18.36,0.39%,0.0047,0.071604,18.288396,0.085955461
5484,10.73,20.24%,0.0032,2.171752,8.558248,0.027386394
5485,15.05,35.73%,0.0067,5.377365,9.672635,0.064806655
5486,8.2,18.79%,0.001,1.54078,6.65922,0.00665922
5487,9.89,20.00%,0.0051,1.978,7.912,0.0403512
5488,4.83,24.55%,0.0079,1.185765,3.644235,0.028789457
5489,18.7,2.84%,0.0043,0.53108,18.16892,0.078126356
5490,8.97,28.84%,0.0096,2.586948,6.383052,0.061277299
5491,5.65,38.18%,0.0065,2.15717,3.49283,0.022703395
5492,16.8,35.33%,0.0092,5.93544,10.86456,0.099953952
5493,18.76,31.86%,0.0068,5.976936,12.783064,0.086924835
5494,12.82,36.55%,0.0087,4.68571,8.13429,0.070768323
5495,10.93,21.25%,0,2.322625,8.607375,0
5496,14.85,23.75%,0.0003,3.526875,11.323125,0.003396938
5497,0.15,24.04%,0.0005,0.03606,0.11394,0.00005697
5498,23.01,18.66%,0.0058,4.293666,18.716334,0.108554737
5499,18.94,5.48%,0.0065,1.037912,17.902088,0.116363572
5500,5.82,19.72%,0.0012,1.147704,4.672296,0.005606755
5501,12.78,22.53%,0.0009,2.879334,9.900666,0.008910599
5502,5.81,3.12%,0.0004,0.181272,5.628728,0.002251491
5503,8.54,32.26%,0.0061,2.755004,5.784996,0.035288476
5504,12.81,2.49%,0.0016,0.318969,12.491031,0.01998565
5505,14.67,30.51%,0.0092,4.475817,10.194183,0.093786484
5506,8.99,33.98%,0.0049,3.054802,5.935198,0.02908247
5507,12,23.59%,0.0091,2.8308,9.1692,0.08343972
5508,6.77,34.89%,0.0083,2.362053,4.407947,0.03658596
5509,14.19,19.62%,0,2.784078,11.405922,0
5510,7.45,17.28%,0.0021,1.28736,6.16264,0.012941544
5511,8.02,39.80%,0.0049,3.19196,4.82804,0.023657396
5512,10.33,35.12%,0.0017,3.627896,6.702104,0.011393577
5513,4.45,25.85%,0.0085,1.150325,3.299675,0.028047238
5514,13.11,36.38%,0.0084,4.769418,8.340582,0.070060889
5515,1.14,29.85%,0.001,0.34029,0.79971,0.00079971
5516,11.03,25.61%,0.0019,2.824783,8.205217,0.015589912
5517,2.87,9.35%,0.0018,0.268345,2.601655,0.004682979
5518,5.37,3.59%,0.0033,0.192783,5.177217,0.017084816
5519,0.18,28.79%,0.0046,0.051822,0.128178,0.000589619
5520,2.23,25.46%,0.0057,0.567758,1.662242,0.009474779
5521,2.02,28.18%,0.0034,0.569236,1.450764,0.004932598
5522,7.32,6.38%,0.0044,0.467016,6.852984,0.03015313
5523,0.56,31.93%,0.0079,0.178808,0.381192,0.003011417
5524,14.67,27.25%,0.0097,3.997575,10.672425,0.103522523
5525,13.99,3.53%,0.0039,0.493847,13.496153,0.052634997
5526,9.89,12.39%,0.0047,1.225371,8.664629,0.040723756
